Pos Office Branch,User,Reviews,Rate,Date
Kantor Pos Jakarta Barat,syauki ahmad,"Kena denda keterlambatan dengan alasan nomor handphone tidak bisa dihubungi, menariknya mereka tahu ada kesalahan pengetikan nomor handphone (seharusnya +62 lalu nomor hp, sedang yang tertera +6221) lucunya pihak pos bisa kirim WA ke nomor yang menurut mereka salah untuk memberitahukan ada paket datang (tentu dikabarin setelah lewat batas waktu dan saya kena denda) saya protes karena kalau benar salah kenapa mereka tetap bisa hubungi saya, tidak digubris, uang denda harus dibayar, uniknya uang denda bisa di nego dan disarankan bayar cash ke oknum, benar-benar pelayanan yang luar biasa! Satu lagi bagian pelayanan sangat ketus, sangat tidak layak mengurus bagian complain, lebih enak berbicara dengan bagian pengantaran barang",2,setahun lalu
Kantor Pos Jakarta Barat,agung rinaldi,"Pelayanannya udah mantap jiwa, bayar apa aja & kirim motor juga bisa loh pokok'e recommended ...",5,6 bulan lalu
Kantor Pos Jakarta Barat,Muh. Yusbar,"Pelayanan cepat untuk pengambilan Pin Adsense, dan trimakasih untuk Customer service pak Wahyu afriyanto atas bantuannya 🙏 …",5,10 bulan lalu
Kantor Pos Jakarta Barat,ina dewi,Jam pelayanan sampai malam. Ada juga jasa pickup kiriman jadi ga perlu antri tinggal tunggu di rumah paket akan di pickup 😊😊👌👌 …,5,11 bulan lalu
Kantor Pos Jakarta Barat,Andi Anindi Aisyah Hanako,"Paket ga dikirim2 dengan alasan belum bayar tax, sampai dibalikin ke kantor pos pasar baru. Padahal ga ada pemberitahuan aama sekali dan ga ngirim surat pemberitahuan tax ke alamat penerima. sistem komputer pas mau bayar tax juga error. Kantor yang sangat tidak profesional dan sistem yang sangat tidak baik!!!",1,2 tahun lalu
Kantor Pos Jakarta Barat,Basuki Martowibowo,Saya ambil google adsense pin saya disini. Petugasnya  Bpk. Wahyu ramah dan sangat membantu. Terima kasih Pos Indonesia.,5,9 bulan lalu
Kantor Pos Jakarta Barat,Safitri Mahmud,buat yg mo ambil dana taspen/asabri jgn disini lama bgt guys kasian kan yg ngambil orang tua pada ga bs gercep apa dan kenapa counter pengambilan dana pensiun cuma 1? padahal banyak yg kosong super lambaaat bintang 1,1,setahun lalu
Kantor Pos Jakarta Barat,wigati andayani,"MOLOR MOLOR MOLOR DAN SELALU MOLOR
BAYAR EKSPRESS TAPI SELALU MOLOR
ALASAN KURIR ALAMAT TIDAK DITEMUKAN, GEDUNG SEGEDE ITU GA DITEMUKAN",1,4 bulan lalu
Kantor Pos Jakarta Barat,Stevano Bram Alexander,Pencairan BSU sampe jam brp ya?,3,3 minggu lalu
Kantor Pos Jakarta Barat,Rudi Kurnaedi,"Layanan jasa paling gk responsif..  Paket 4x gagal kirim pas di telpon katanya drmh gada org padahal ada.  Lagian kan itu bukan barang cod kurir gada inisiatif naro habis itu foto kirim ke wa.
Dripda lo bolak balik mending taro trs chat wa . MINIMAL NO KURIR DICANTUMIN  !!! biar kita bisa chat langsung  sama abang kurirnyeee

Instagram gk respon,  no wa gk terdaftar, no kurir gada bijimana ini kantor pos tertua pelayanan gk banget.

Telalu menggampakan",1,2 tahun lalu
Kantor Pos Jakarta Barat,Eka Bustami,"Bagus pelayanannya ramah, kiriman saya cepat sampai 👍🏻 …",5,6 bulan lalu
Kantor Pos Jakarta Barat,Felicya Cardella,"Pelayanan baik dan cepet banget, baru tau ternyata ngurus google adsense di sini, dan dibantu dengan gercep 🫶 …",5,9 bulan lalu
Kantor Pos Jakarta Barat,roida sianipar,Pelayanan surat di RSKD dilayani dengan baik dan cepat. Sukses dan maju terus PT. Pos,5,8 bulan lalu
Kantor Pos Jakarta Barat,Septi Aryani,Pelayanannya Ok. Ternyata bisa kirim uang jg ke Luar Negeri 👍 …,5,6 bulan lalu
Kantor Pos Jakarta Barat,David,"Pengalaman Terburuk!!!

Jumlah pegawai sangat kurang, tidak ada instruksi yang jelas. Ketika dilayanipun, staff bersifat ketus, ogah-ogahan, tidak sopan, sinis dan bersikap seolah saya itu beban bukan customer .

Merasa sangat kecewa, lebih baik menggunakan jasa logistik ainnya",1,setahun lalu
Kantor Pos Jakarta Barat,Nurul Aini Fadilah,"Kantor pos terbesar yang pernah saya datangi di Jakarta Barat, buka sampai malam bahkan tertulis 24 jam. Lokasinya sangat strategis, loketnya juga banyak jadi pelayanan cepat. Kalau sore ke malam hanya beberapa yang buka tapi tidak masalah.

Bisa dijangkau dengan busway juga, sangat mudah. Lumayan ramai orang juga jadi ngga serem kalau ke sini malam. Overall good semua.",5,3 tahun lalu
Kantor Pos Jakarta Barat,Donny Qiu,"Saya beberapa kali mengambil barang kiriman dari luar negeri. Setelah gedung baru selesai renovasi, pelayanan kantor pos terkesan modern dan terpadu. Petugas yang melayani saya juga ramah dan sangat membantu. Waktu menunggu memang sedikit lama apalagi pagi karena meski kantor pos buka jam 7 tapi untuk pengurusan paket dari luar negeri dimulai dari jam 8.",4,7 tahun lalu
Kantor Pos Jakarta Barat,Evander Febriyan Wicaksana,Keren  wisata mesin waktu seru,5,6 bulan lalu
Kantor Pos Jakarta Barat,Lab Ideas,"Cepat sih untuk pelayanannya malah terkesan buru-buru, tapi saya awalnya minta pengiriman pakai kargo (yg Ritel Train). Saya pikir di prosesnya dengan layanan itu. Tapi ya mungkin pengetahuan saya tentang kirim mengirim barang ini kurang.. jadi paket saya ternyata dikirim dengan Pos Jumbo Ekonomi. Hmm.. jadi yang saya minta dan yg diproses beda. Lalu, mungkin PT Pos bisa di training karyawannya agar lebih ramah dalam melayani. Terima kasih.",2,5 tahun lalu
Kantor Pos Jakarta Barat,"Delvina S.Sos, M.M","saya membeli produk dari Singapore setelah 2 minggu dari pengirim sampailah ke kantor pos lalu Pos Indonesia mengirimkan surat informasi barang sudah dimereka, saya ambil ke kantor pos tp saya lupa bahwa tgl tersebut hari libur (sabtu, hari buruh nasional) , akhirnya mereka tawarkan antarkan ke rumah berhubung saya sudah datang cukup jauh dari rumah. Tetapi Senin pk 10 pagi sudah sampai, sejauh ini pelayanannya gak ada masalah, petugasnya ramah. Tapi sepertinya untuk kontak centernya perlu diperbaiki karena tidak ada email dan nomor telephone yg bisa dihubungi. Thanks Pos Indonesia, akhirnya saya bisa memakai keyboard lenovo pengganti saya yg rusak.",4,Diedit 4 tahun lalu
